USER           PID  PPID     VSZ    RSS WCHAN            ADDR S NAME                       
system        1939     1 12633736  7956 0                   0 S qcc-trd
system        1944     1 12538504 10880 0                   0 S qvrservice
root          1946     2       0      0 0                   0 I [pdr_notifier_wq]
system        1948     1 12494848  7804 0                   0 S sxrservice
system        1955     1 12502280  5448 0                   0 S trusteduilistener
gps           2024  1925 12626444  7332 0                   0 S lowi-server
shell         2030     1 12819832 13876 0                   0 S adbd
root          2031     2       0      0 0                   0 S [irq/114-arm-smmu-context-fault]
root          2096     1 12415684  3164 0                   0 S port-bridge
root          2112     2       0      0 0                   0 S [irq/351-swr_master_irq]
root          2113     2       0      0 0                   0 S [irq/352-swr_master_irq]
root          2134     2       0      0 0                   0 I [aw883xx]
root          2142     2       0      0 0                   0 I [aw883xx]
root          2158     2       0      0 0                   0 S [irq/364-swr_wake_irq]
system        2163  1835 20921168 493080 0                  0 S system_server
root          2225     2       0      0 0                   0 S [irq/115-arm-smmu-context-fault]
root          2226     2       0      0 0                   0 I [usb_bam_wq]
root          2249     2       0      0 0                   0 S [irq/311-dwc3]
audioserver   2275     1 13173692 32424 0                   0 S android.hardware.audio.service_64
audioserver   2289     1 13534192 43032 0                   0 S audioserver
system        2290     1 12960320 61488 0                   0 S surfaceflinger
u0_a92        2560  1835 17642408 217812 0                  0 S com.android.systemui
network_stack 2632  1835 16450372 113284 0                  0 S com.android.networkstack.process
u0_a109       2637  1835 16563860 107208 0                  0 S com.android.permissioncontroller
webview_zygote 2700 1841 1724644  68780 0                   0 S webview_zygote
system        2771  1835 16500204 121616 0                  0 S com.odin2.odinsettings
u0_a54        2774  1835 16459300 95572 0                   0 S .qtidataservices
u0_a55        2782  1835 16286764 93572 0                   0 S .qms
u0_a95        2789  1835 16291748 90608 0                   0 S com.qualcomm.qtil.aptxacu
u0_a89        2790  1835 16344104 100784 0                  0 S com.qualcomm.qtil.aptxals
secure_element 2828 1835 16270404 89396 0                   0 S com.android.se
system        2844  1835 16514960 132996 0                  0 S com.odin2.gameassistant
system        2860  1835 16422416 103848 0                  0 S com.odin2.touchmapping
u0_a112       2873  1835 16306016 94820 0                   0 S android.ext.services
u0_a84        2909  1835 16831340 158888 0                  0 S com.android.launcher3
root          3184     2       0      0 0                   0 S [irq/312-bhi]
root          3247     2       0      0 0                   0 S [qrtr_rx]
root          3263     2       0      0 0                   0 S [scheduler_thread]
root          3264     2       0      0 0                   0 S [dp_refill_thread]
root          3265     2       0      0 0                   0 S [dp_rx_thread_0]
root          3266     2       0      0 0                   0 S [dp_rx_thread_1]
root          3267     2       0      0 0                   0 S [dp_rx_thread_2]
root          3268     2       0      0 0                   0 S [dp_rx_thread_3]
root          3269     2       0      0 0                   0 S [dp_rx_thread_4]
root          3270     2       0      0 0                   0 S [dp_rx_thread_5]
wifi          3280     1 12460444  9864 0                   0 S wpa_supplicant
root          3327   804 12766468  8376 0                   0 S qcrosvm
system        3348     1 12421992  4404 0                   0 S qspmsvc
root          3355     1 12365492  3936 0                   0 S msm_irqbalance
u0_a82        3373  1835 16309116 94096 0                   0 S com.qualcomm.location
u0_a115       3440  1835 17453924 260484 0                  0 S rip.moth.cocoonshell
root          3477     2       0      0 0                   0 S [qrtr_rx]
root          3482     2       0      0 0                   0 S [irq/370-gh_dbl_rx_4]
root          3484     2       0      0 0                   0 S [irq/383-gh_dbl_rx_3]
root          3485     2       0      0 0                   0 S [irq/384-gh_dbl_rx_7]
u0_a58        3496  1835 16251808 85908 0                   0 S .pasr
root          3523     2       0      0 0                   0 I [vm45_vcpu_wq]
u0_a83        3529  1835 16288360 90200 0                   0 S com.qualcomm.qti.services.systemhelper:systemhelper_service
system        3560  1835 16270728 90596 0                   0 S com.qualcomm.qti.services.secureui:sui_service
u0_a111       3593  1835 16791688 111280 0                  0 S com.android.providers.media.module
u0_a117       4504  1835 20603608 263300 0                  0 S org.mozilla.firefox
shell         6684  2030 12426584  4344 unix_stream_data_wait 0 S abb
root          7335     2       0      0 0                   0 I [kworker/6:3H]
root         12192     2       0      0 0                   0 I [kworker/1:0H-events_highpri]
root         12236     2       0      0 0                   0 I [kworker/0:1H-kblockd]
root         14309     2       0      0 0                   0 I [kworker/6:2-pm]
root         14700     2       0      0 0                   0 I [kworker/4:0]
root         15195     2       0      0 0                   0 I [kworker/5:1-mm_percpu_wq]
root         15379     2       0      0 0                   0 I [kworker/6:0-mm_percpu_wq]
system       16945  1835 16379636 101020 0                  0 S com.android.keychain
u0_a129      16973  1835 16638336 258972 0                  0 S dev.picoswitch.companion.debug
system       17566  1835 16741880 169704 0                  0 S com.android.settings
mdnsr        17736     1 12387324  3584 0                   0 S mdnsd
root         18034     2       0      0 0                   0 I [kworker/u16:4-ufs_clkscaling_0]
root         18482     2       0      0 0                   0 I [kworker/u17:0-hal_register_write_wq]
root         18894     2       0      0 0                   0 I [kworker/u17:2-hal_register_write_wq]
root         18906     2       0      0 0                   0 I [kworker/7:0H-kverityd]
root         19070     2       0      0 0                   0 I [kworker/0:1-events]
u0_a170      19150  1835 16971144 185932 0                  0 S com.topjohnwu.magisk
u0_a170      19172 19150 12417624  2468 0                   0 S su
root         19182  1038 8669688   1760 0                   0 S libbusybox.so
root         19189 19182 15457672 128836 0                  0 S com.topjohnwu.magisk:root:0
system       19771     1 12534620  8484 0                   0 S wfdhdcphalservice
root         19774     2       0      0 0                   0 I [kworker/6:0H-kblockd]
root         19795     2       0      0 0                   0 I [kworker/2:3H-kverityd]
root         19798     2       0      0 0                   0 I [kworker/4:1H-kverityd]
root         19836     2       0      0 0                   0 I [kworker/u17:3-hal_register_write_wq]
u0_a45       20762  1835 16287316 88164 0                   0 S com.android.printspooler
system       20957  1835 16383144 118876 0                  0 S com.odin.fota
root         20992     2       0      0 0                   0 I [kworker/0:2H-kblockd]
root         21222     2       0      0 0                   0 I [kworker/3:0H-kblockd]
root         21223     2       0      0 0                   0 I [kworker/3:3H]
root         21513     2       0      0 0                   0 I [kworker/7:1H-kblockd]
root         21641     2       0      0 0                   0 I [kworker/4:3H-kverityd]
root         22076     2       0      0 0                   0 I [kworker/u16:1-memlat_wq]
root         23412     2       0      0 0                   0 I [kworker/u16:11-events_unbound]
root         23417     2       0      0 0                   0 I [kworker/u16:16-memlat_wq]
root         23419     2       0      0 0                   0 I [kworker/2:1-events]
root         23420     2       0      0 0                   0 I [kworker/1:1-events]
root         23422     2       0      0 0                   0 I [kworker/5:2]
root         23424     2       0      0 0                   0 I [kworker/6:1-pm]
root         23442     2       0      0 0                   0 I [dsi_err_workq]
root         23456     2       0      0 0                   0 I [dsi_err_workq]
root         23880     2       0      0 0                   0 I [kworker/2:0-events]
root         23919     2       0      0 0                   0 I [kworker/1:0-events]
root         23921     2       0      0 0                   0 I [kworker/0:2-events]
root         23987     2       0      0 0                   0 I [kworker/5:2H-kblockd]
root         24324     2       0      0 0                   0 I [kworker/u16:0-bwmon_wq]
root         25456     2       0      0 0                   0 I [kworker/1:2H-kblockd]
u0_a96       25458  1835 16252960 86536 0                   0 S com.qualcomm.qtil.btdsda
bluetooth    25655  1835 17433264 141752 0                  0 S com.android.bluetooth
root         25672     2       0      0 0                   0 I [kworker/4:0H-kblockd]
bluetooth    25694     1 12382172  3536 0                   0 S bt_logger
root         26117     2       0      0 0                   0 I [kworker/0:0-events]
root         26133     2       0      0 0                   0 I [kworker/1:2-events]
root         26251     2       0      0 0                   0 I [kworker/1:3]
root         26352     2       0      0 0                   0 I [kworker/2:2]
shell        26516  2030 12469516  4832 0                   0 R ps
system       30969  1835 16270240 95856 0                   0 S com.android.localtransport
root         31022     2       0      0 0                   0 I [kworker/5:0H-kverityd]
u0_a80       31131  1835 16787904 180120 0                  0 S com.google.android.inputmethod.latin
shell        31189  1835 16253116 94736 0                   0 S com.android.shell
u0_a26       31254  1835 16399208 97164 0                   0 S android.process.acore
u0_a117      31348  1835 16501972 118328 0                  0 S org.mozilla.firefox:crashhelper_disable_art_image_
